# {"t_start": 1652737399.0606856, "env_id": "FetchPickAndPlace-v1"} 
r,l,t
-50.0,50,1199.611908
-50.0,50,1199.978357
-50.0,50,1200.335074
-50.0,50,1200.685899
-50.0,50,1202.349296
-50.0,50,1203.930899
-50.0,50,1205.557418
-50.0,50,1207.155648
-50.0,50,1208.776441
-50.0,50,1210.367905
-50.0,50,1211.978388
-50.0,50,1213.575454
-50.0,50,1215.211363
-50.0,50,1216.80862
-50.0,50,1218.402269
-50.0,50,1220.02044
-50.0,50,1221.640591
-50.0,50,1223.232381
-50.0,50,1224.857692
-50.0,50,1226.486653
-50.0,50,1228.103369
-50.0,50,1229.818573
-50.0,50,1231.438059
-50.0,50,1233.043185
0.0,50,1234.657315
-50.0,50,1236.228436
-50.0,50,1237.852647
-50.0,50,1239.475515
-50.0,50,1241.079701
-50.0,50,1242.694491
-50.0,50,1244.289662
-50.0,50,1245.865144
-50.0,50,1247.47663
-50.0,50,1249.063639
-50.0,50,1250.735914
-50.0,50,1252.340991
-50.0,50,1253.962532
-50.0,50,1255.576367
-50.0,50,1257.20724
-50.0,50,1258.947847
-50.0,50,1260.526936
-50.0,50,1262.150569
-50.0,50,1263.760309
-50.0,50,1265.384455
-50.0,50,1266.997869
-50.0,50,1268.58402
-50.0,50,1270.205089
-50.0,50,1271.783407
-50.0,50,1273.396948
-38.0,50,1274.99429
-50.0,50,1276.613697
-50.0,50,1278.232672
-50.0,50,1279.827536
-50.0,50,1281.498446
-50.0,50,1281.831112
-50.0,50,1282.139589
-50.0,50,1282.449551
-50.0,50,1282.782149
0.0,50,1283.087155
-50.0,50,1283.416062
-47.0,50,1283.739894
-50.0,50,1284.098774
-50.0,50,1284.432644
-50.0,50,1284.754246
-50.0,50,1286.362094
-50.0,50,1288.000522
-50.0,50,1289.737433
0.0,50,1291.337423
-50.0,50,1292.953832
-50.0,50,1294.5791
-50.0,50,1296.197994
-50.0,50,1297.782287
-50.0,50,1299.424824
-50.0,50,1301.024217
-50.0,50,1302.638286
-50.0,50,1304.248153
-50.0,50,1305.837246
-50.0,50,1307.416947
-50.0,50,1309.013252
-50.0,50,1310.635618
-50.0,50,1312.228026
-50.0,50,1313.863412
-50.0,50,1315.456096
-50.0,50,1317.064422
-50.0,50,1318.769356
-50.0,50,1320.401407
-50.0,50,1321.998111
-50.0,50,1323.600058
-50.0,50,1325.215463
-50.0,50,1326.818426
0.0,50,1328.423507
-50.0,50,1330.022152
-50.0,50,1331.672556
-50.0,50,1333.260216
-50.0,50,1334.85625
-50.0,50,1336.445694
-50.0,50,1338.041949
-50.0,50,1339.66008
-50.0,50,1341.276965
-50.0,50,1342.888254
-50.0,50,1344.496577
-50.0,50,1346.089154
-50.0,50,1347.695328
-50.0,50,1349.411564
0.0,50,1351.009248
-50.0,50,1352.625973
-50.0,50,1354.216475
0.0,50,1355.792665
-50.0,50,1357.43716
-50.0,50,1359.056118
-50.0,50,1360.644389
-50.0,50,1362.22696
-50.0,50,1363.85974
-50.0,50,1365.448718
-50.0,50,1365.778773
-50.0,50,1366.107956
-49.0,50,1366.428644
-50.0,50,1366.737395
-15.0,50,1367.069815
-50.0,50,1367.386143
-50.0,50,1367.699833
-50.0,50,1368.005535
-50.0,50,1368.321365
-50.0,50,1368.664974
-50.0,50,1370.291933
-50.0,50,1371.884049
-50.0,50,1373.502842
-19.0,50,1375.125906
-48.0,50,1376.732501
-50.0,50,1378.32892
-50.0,50,1380.070401
-50.0,50,1381.703869
-50.0,50,1383.294839
-50.0,50,1384.88636
-50.0,50,1386.481774
-50.0,50,1388.224873
-50.0,50,1389.991311
-50.0,50,1391.887658
-50.0,50,1393.747446
-50.0,50,1395.557143
-50.0,50,1397.164913
-50.0,50,1398.783749
-50.0,50,1400.456832
-50.0,50,1402.436227
-50.0,50,1404.102809
-50.0,50,1405.727228
-50.0,50,1407.351317
-50.0,50,1409.144838
-50.0,50,1410.752459
-50.0,50,1412.342531
-50.0,50,1413.920586
0.0,50,1415.510331
-50.0,50,1417.133242
-50.0,50,1418.715562
-50.0,50,1420.290729
-50.0,50,1421.920386
-50.0,50,1423.503783
-50.0,50,1425.335741
-50.0,50,1426.936147
