# {"t_start": 1652785593.9837594, "env_id": "FetchPush-v1"} 
r,l,t
-50.0,50,610.036123
-50.0,50,611.695457
-50.0,50,613.344662
-50.0,50,614.977167
-50.0,50,616.634415
-50.0,50,618.298911
-50.0,50,619.956177
-50.0,50,621.609221
-50.0,50,623.268205
0.0,50,623.614011
-50.0,50,623.948557
-50.0,50,624.283384
-50.0,50,624.62032
-50.0,50,624.954821
-50.0,50,625.310248
-50.0,50,625.64739
-50.0,50,625.982116
-50.0,50,626.321475
-50.0,50,626.657342
-50.0,50,628.327981
-50.0,50,629.963042
-50.0,50,631.607732
-50.0,50,633.263609
-50.0,50,634.901112
-50.0,50,636.568792
-50.0,50,638.34253
-50.0,50,640.057339
-50.0,50,641.7231
-50.0,50,643.377993
-50.0,50,645.034981
-50.0,50,646.68651
-50.0,50,648.360776
-50.0,50,649.983289
0.0,50,651.64395
-50.0,50,653.295102
-50.0,50,654.958293
-50.0,50,656.613263
-50.0,50,658.28777
-50.0,50,659.942024
-50.0,50,661.592829
-50.0,50,663.256599
-50.0,50,664.909293
-50.0,50,666.549049
-50.0,50,668.355244
-50.0,50,670.022504
0.0,50,671.68422
-50.0,50,673.332756
-50.0,50,674.986148
-50.0,50,676.651978
-50.0,50,678.321335
-50.0,50,679.960667
-50.0,50,681.627924
-50.0,50,683.297462
-50.0,50,684.95191
-50.0,50,686.606478
-50.0,50,688.274384
-50.0,50,689.956746
-50.0,50,691.602713
-50.0,50,693.2386
-50.0,50,694.897535
-50.0,50,696.545929
-50.0,50,698.362475
-50.0,50,699.998015
-50.0,50,701.669734
-50.0,50,703.321588
-50.0,50,704.981
-50.0,50,706.666347
0.0,50,708.330028
-50.0,50,710.018556
0.0,50,710.354004
-50.0,50,710.696992
-50.0,50,711.044128
-50.0,50,711.37144
-50.0,50,711.748709
-50.0,50,712.117354
-50.0,50,712.487887
-50.0,50,712.828898
-50.0,50,713.160662
-50.0,50,713.501673
-15.0,50,715.180183
-50.0,50,716.834634
0.0,50,718.511329
-50.0,50,720.160943
-50.0,50,721.841526
-50.0,50,723.51296
-50.0,50,725.151551
-50.0,50,726.81722
-50.0,50,728.647475
-50.0,50,730.307724
-50.0,50,731.983342
-50.0,50,733.626772
-50.0,50,735.263225
-50.0,50,736.928942
-50.0,50,738.606153
-50.0,50,740.261585
-50.0,50,741.912079
-50.0,50,743.576546
-50.0,50,745.250273
-50.0,50,746.909724
-50.0,50,748.566704
-50.0,50,750.209875
-50.0,50,751.844448
-50.0,50,753.506621
-50.0,50,755.186755
-48.0,50,756.845417
-50.0,50,758.667772
-50.0,50,760.328783
-50.0,50,762.068113
-50.0,50,763.736162
-50.0,50,765.413282
-50.0,50,767.071145
-50.0,50,768.734117
-50.0,50,770.383595
-50.0,50,772.076371
-50.0,50,773.720755
-50.0,50,775.381938
-50.0,50,777.033662
-50.0,50,778.699017
-50.0,50,780.382165
-50.0,50,782.046064
-50.0,50,783.714797
-50.0,50,785.385722
-50.0,50,787.03992
-50.0,50,788.83409
-50.0,50,790.473042
-50.0,50,792.144678
-50.0,50,793.817608
-50.0,50,795.489424
-50.0,50,797.173156
-50.0,50,797.49578
-50.0,50,797.837573
-50.0,50,798.192115
-50.0,50,798.549226
-50.0,50,798.917136
-50.0,50,799.283877
0.0,50,799.625157
-50.0,50,799.956215
-50.0,50,800.295279
-50.0,50,800.640031
-50.0,50,802.298
-50.0,50,803.954778
-50.0,50,805.622046
-50.0,50,807.305033
-50.0,50,808.971694
-50.0,50,810.632322
-50.0,50,812.271842
-50.0,50,813.93088
-50.0,50,815.596774
-50.0,50,817.25779
-50.0,50,819.065119
-50.0,50,820.742726
-50.0,50,822.397408
-50.0,50,824.045877
-50.0,50,825.690282
-50.0,50,827.36884
-50.0,50,829.02605
0.0,50,830.657467
-50.0,50,832.32256
-50.0,50,833.951943
-50.0,50,835.607519
-50.0,50,837.27389
-50.0,50,838.941594
-50.0,50,840.596041
-50.0,50,842.235486
-50.0,50,843.877216
-50.0,50,845.565964
0.0,50,847.193491
-50.0,50,848.980625
-50.0,50,850.630681
-50.0,50,852.319156
-50.0,50,853.987779
-50.0,50,855.63339
-50.0,50,857.278359
-50.0,50,858.936422
-50.0,50,860.593996
-50.0,50,862.230513
-50.0,50,863.883927
-50.0,50,865.557619
-50.0,50,867.204624
-50.0,50,868.917692
-50.0,50,870.559807
-50.0,50,872.225259
-50.0,50,873.878594
-50.0,50,875.532167
-50.0,50,877.191343
-50.0,50,879.018189
-50.0,50,880.67605
-50.0,50,882.34036
-50.0,50,883.993324
-50.0,50,884.31754
-50.0,50,884.64529
-50.0,50,884.9934
0.0,50,885.320594
-50.0,50,885.679136
-50.0,50,886.001659
-50.0,50,886.352385
-50.0,50,886.68769
-50.0,50,887.00929
-50.0,50,887.371601
-50.0,50,889.035469
-50.0,50,890.711768
0.0,50,892.368995
-50.0,50,894.016735
-50.0,50,895.67127
-50.0,50,897.319203
-50.0,50,898.987752
-50.0,50,900.687629
-50.0,50,902.307848
-50.0,50,903.969635
-50.0,50,905.612494
-50.0,50,907.236144
-50.0,50,909.039248
-50.0,50,910.689714
0.0,50,912.328169
-50.0,50,913.982267
-50.0,50,915.647931
-50.0,50,917.286576
-50.0,50,918.946172
0.0,50,920.589429
-50.0,50,922.264302
-50.0,50,923.915065
-50.0,50,925.57887
-50.0,50,927.232861
-50.0,50,928.883406
-50.0,50,930.551801
-50.0,50,932.224721
-50.0,50,933.86813
-50.0,50,935.533249
-50.0,50,937.192243
0.0,50,938.978703
-50.0,50,940.636044
-50.0,50,942.307353
-50.0,50,943.944697
-50.0,50,945.585955
-50.0,50,947.225598
-50.0,50,948.892661
-50.0,50,950.561935
-50.0,50,952.21609
-50.0,50,953.877828
-50.0,50,955.53537
-50.0,50,957.207106
-50.0,50,958.870902
-50.0,50,960.527218
-50.0,50,962.170765
-50.0,50,963.839359
0.0,50,965.492136
-50.0,50,967.167285
-50.0,50,968.969955
-50.0,50,970.673421
-50.0,50,971.016334
-50.0,50,971.386605
-50.0,50,971.746116
-50.0,50,972.093722
-50.0,50,972.461766
-50.0,50,972.826663
-50.0,50,973.170349
-50.0,50,973.531281
-50.0,50,973.899522
-50.0,50,974.230251
-50.0,50,975.895914
-50.0,50,977.537309
-50.0,50,979.186586
-50.0,50,980.854032
0.0,50,982.519731
-50.0,50,984.173461
-50.0,50,985.818642
-50.0,50,987.486568
-50.0,50,989.15458
-50.0,50,990.783352
-50.0,50,992.452356
-50.0,50,994.131132
-50.0,50,995.776458
-50.0,50,997.460136
-50.0,50,999.235739
-50.0,50,1000.895491
-50.0,50,1002.564567
-50.0,50,1004.219011
0.0,50,1005.870702
-50.0,50,1007.52639
-50.0,50,1009.209986
-50.0,50,1010.875537
-50.0,50,1012.542967
-50.0,50,1014.19958
-50.0,50,1015.864514
-50.0,50,1017.510778
-50.0,50,1019.226653
-50.0,50,1020.894201
-50.0,50,1022.5575
-50.0,50,1024.205337
-50.0,50,1025.862755
0.0,50,1027.536651
-50.0,50,1029.387875
-50.0,50,1031.059268
-50.0,50,1032.729263
-50.0,50,1034.419442
-50.0,50,1036.093992
-50.0,50,1037.730045
-50.0,50,1039.367101
-50.0,50,1041.046883
-50.0,50,1042.691911
-50.0,50,1044.364941
-50.0,50,1046.043172
-50.0,50,1047.707826
-50.0,50,1049.401622
-50.0,50,1051.073119
-50.0,50,1052.728034
-50.0,50,1054.385882
-50.0,50,1056.065421
-50.0,50,1057.71182
-50.0,50,1058.211025
-50.0,50,1058.5578
-50.0,50,1058.884974
-50.0,50,1059.233299
-50.0,50,1059.559915
-50.0,50,1059.900746
-50.0,50,1060.23873
-50.0,50,1060.561089
-50.0,50,1060.90937
-50.0,50,1061.297526
0.0,50,1062.964151
-50.0,50,1064.62489
-50.0,50,1066.276661
-50.0,50,1067.929302
-50.0,50,1069.596318
-50.0,50,1071.240776
-50.0,50,1072.911775
-50.0,50,1074.578606
0.0,50,1076.220565
-50.0,50,1077.885938
-50.0,50,1079.570603
-50.0,50,1081.22624
-50.0,50,1082.902032
-50.0,50,1084.572356
-50.0,50,1086.249589
-50.0,50,1087.946913
-50.0,50,1089.697923
-50.0,50,1091.39403
-50.0,50,1093.047127
-50.0,50,1094.73021
-50.0,50,1096.43419
-50.0,50,1098.098089
-50.0,50,1099.763716
-50.0,50,1101.414971
-50.0,50,1103.121196
-50.0,50,1104.785541
-50.0,50,1106.507199
-50.0,50,1108.165453
-50.0,50,1109.853909
-50.0,50,1111.54553
-50.0,50,1113.199855
-50.0,50,1114.850566
-50.0,50,1116.51795
-50.0,50,1118.329733
-50.0,50,1120.08884
-50.0,50,1121.74287
-50.0,50,1123.387177
-21.0,50,1125.072254
-50.0,50,1126.720355
-50.0,50,1128.392585
-50.0,50,1130.061222
0.0,50,1131.710646
-50.0,50,1133.36904
-50.0,50,1135.037134
-50.0,50,1136.73493
-50.0,50,1138.388561
-50.0,50,1140.059566
-50.0,50,1141.717333
-50.0,50,1143.375025
-50.0,50,1145.032884
-50.0,50,1145.376941
-50.0,50,1145.714343
-50.0,50,1146.053784
-50.0,50,1146.400764
-50.0,50,1146.742559
-50.0,50,1147.076527
-50.0,50,1147.395605
-50.0,50,1147.748834
-50.0,50,1148.230508
-50.0,50,1148.655029
-50.0,50,1150.336217
-50.0,50,1151.993222
-50.0,50,1153.65172
-50.0,50,1155.313155
-50.0,50,1156.96439
-50.0,50,1158.637043
-50.0,50,1160.29291
-50.0,50,1161.961112
-50.0,50,1163.627842
-50.0,50,1165.284081
-50.0,50,1166.965863
-50.0,50,1168.620155
0.0,50,1170.299747
